,LineId,YMD,Time,Type,Component,Content
130,131,2021-03-30,"00:01:30,064",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,Receiving BP-23028314-172.17.0.2-1615261831501:blk_1073741831_1007 src: /172.18.0.2:60144 dest: /172.18.0.2:9866
131,132,2021-03-30,"00:01:30,070",INFO,org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferClient,"SASL encryption trust check: localHostTrusted = false, remoteHostTrusted = false"
132,133,2021-03-30,"00:01:30,210",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace,"src: /172.18.0.2:60144, dest: /172.18.0.2:9866, bytes: 223541, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_1509079730_1, offset: 0, srvID: bd513feb-d5a8-4136-a028-7eace6b61f98, blockid: BP-23028314-172.17.0.2-1615261831501:blk_1073741831_1007, duration(ns): 67986610"
133,134,2021-03-30,"00:01:30,211",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,"PacketResponder: BP-23028314-172.17.0.2-1615261831501:blk_1073741831_1007, type=HAS_DOWNSTREAM_IN_PIPELINE, downstreams=1:[172.18.0.4:9866] terminating"
134,135,2021-03-30,"00:01:42,645",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,Receiving BP-23028314-172.17.0.2-1615261831501:blk_1073741832_1008 src: /172.18.0.2:41352 dest: /172.18.0.2:9866
135,136,2021-03-30,"00:01:42,647",INFO,org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferClient,"SASL encryption trust check: localHostTrusted = false, remoteHostTrusted = false"
136,137,2021-03-30,"00:02:00,487",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,Receiving BP-23028314-172.17.0.2-1615261831501:blk_1073741833_1009 src: /172.18.0.4:42830 dest: /172.18.0.2:9866
137,138,2021-03-30,"00:02:00,588",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace,"src: /172.18.0.4:42830, dest: /172.18.0.2:9866, bytes: 26, op: HDFS_WRITE, cliID: DFSClient_attempt_1617062369629_0001_r_000000_0_-996629036_1, offset: 0, srvID: bd513feb-d5a8-4136-a028-7eace6b61f98, blockid: BP-23028314-172.17.0.2-1615261831501:blk_1073741833_1009, duration(ns): 96031120"
138,139,2021-03-30,"00:02:00,588",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,"PacketResponder: BP-23028314-172.17.0.2-1615261831501:blk_1073741833_1009, type=LAST_IN_PIPELINE terminating"
139,140,2021-03-30,"00:02:03,466",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace,"src: /172.18.0.2:41352, dest: /172.18.0.2:9866, bytes: 26621, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_1509079730_1, offset: 0, srvID: bd513feb-d5a8-4136-a028-7eace6b61f98, blockid: BP-23028314-172.17.0.2-1615261831501:blk_1073741832_1008, duration(ns): 20805437040"
140,141,2021-03-30,"00:02:03,466",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,"PacketResponder: BP-23028314-172.17.0.2-1615261831501:blk_1073741832_1008, type=HAS_DOWNSTREAM_IN_PIPELINE, downstreams=1:[172.18.0.4:9866] terminating"
141,142,2021-03-30,"00:02:03,716",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,Receiving BP-23028314-172.17.0.2-1615261831501:blk_1073741834_1010 src: /172.18.0.2:43400 dest: /172.18.0.2:9866
142,143,2021-03-30,"00:02:03,718",INFO,org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferClient,"SASL encryption trust check: localHostTrusted = false, remoteHostTrusted = false"
143,144,2021-03-30,"00:02:03,787",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace,"src: /172.18.0.2:43400, dest: /172.18.0.2:9866, bytes: 441, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_1509079730_1, offset: 0, srvID: bd513feb-d5a8-4136-a028-7eace6b61f98, blockid: BP-23028314-172.17.0.2-1615261831501:blk_1073741834_1010, duration(ns): 50685497"
144,145,2021-03-30,"00:02:03,788",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,"PacketResponder: BP-23028314-172.17.0.2-1615261831501:blk_1073741834_1010, type=HAS_DOWNSTREAM_IN_PIPELINE, downstreams=1:[172.18.0.4:9866] terminating"
145,146,2021-03-30,"00:02:04,597",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,Receiving BP-23028314-172.17.0.2-1615261831501:blk_1073741835_1011 src: /172.18.0.2:45674 dest: /172.18.0.2:9866
146,147,2021-03-30,"00:02:04,599",INFO,org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferClient,"SASL encryption trust check: localHostTrusted = false, remoteHostTrusted = false"
147,148,2021-03-30,"00:02:04,741",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace,"src: /172.18.0.2:45674, dest: /172.18.0.2:9866, bytes: 26621, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_1509079730_1, offset: 0, srvID: bd513feb-d5a8-4136-a028-7eace6b61f98, blockid: BP-23028314-172.17.0.2-1615261831501:blk_1073741835_1011, duration(ns): 127001716"
148,149,2021-03-30,"00:02:04,742",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,"PacketResponder: BP-23028314-172.17.0.2-1615261831501:blk_1073741835_1011, type=HAS_DOWNSTREAM_IN_PIPELINE, downstreams=1:[172.18.0.4:9866] terminating"
149,150,2021-03-30,"00:02:05,107",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,Receiving BP-23028314-172.17.0.2-1615261831501:blk_1073741836_1012 src: /172.18.0.2:47144 dest: /172.18.0.2:9866
150,151,2021-03-30,"00:02:05,109",INFO,org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferClient,"SASL encryption trust check: localHostTrusted = false, remoteHostTrusted = false"
151,152,2021-03-30,"00:02:05,275",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace,"src: /172.18.0.2:47144, dest: /172.18.0.2:9866, bytes: 223541, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_1509079730_1, offset: 0, srvID: bd513feb-d5a8-4136-a028-7eace6b61f98, blockid: BP-23028314-172.17.0.2-1615261831501:blk_1073741836_1012, duration(ns): 122911169"
152,153,2021-03-30,"00:02:05,275",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,"PacketResponder: BP-23028314-172.17.0.2-1615261831501:blk_1073741836_1012, type=HAS_DOWNSTREAM_IN_PIPELINE, downstreams=1:[172.18.0.4:9866] terminating"
153,154,2021-03-30,"00:02:11,325",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService,"Scheduling blk_1073741827_1003 replica FinalizedReplica, blk_1073741827_1003, FINALIZED"
154,155,2021-03-30,"00:02:11,349",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService,"Scheduling blk_1073741828_1004 replica FinalizedReplica, blk_1073741828_1004, FINALIZED"
155,156,2021-03-30,"00:02:11,349",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService,"Scheduling blk_1073741829_1005 replica FinalizedReplica, blk_1073741829_1005, FINALIZED"
156,157,2021-03-30,"00:02:11,350",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService,"Scheduling blk_1073741830_1006 replica FinalizedReplica, blk_1073741830_1006, FINALIZED"
157,158,2021-03-30,"00:02:11,350",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService,"Scheduling blk_1073741831_1007 replica FinalizedReplica, blk_1073741831_1007, FINALIZED"
158,159,2021-03-30,"00:02:11,350",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService,"Scheduling blk_1073741832_1008 replica FinalizedReplica, blk_1073741832_1008, FINALIZED"
159,160,2021-03-30,"00:02:11,360",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService,Deleted BP-23028314-172.17.0.2-1615261831501 blk_1073741827_1003 URI file:/home/hadoop3/hadoop/tmp/dfs/data/current/BP-23028314-172.17.0.2-1615261831501/current/finalized/subdir0/subdir0/blk_1073741827
160,161,2021-03-30,"00:02:11,370",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService,Deleted BP-23028314-172.17.0.2-1615261831501 blk_1073741828_1004 URI file:/home/hadoop3/hadoop/tmp/dfs/data/current/BP-23028314-172.17.0.2-1615261831501/current/finalized/subdir0/subdir0/blk_1073741828
161,162,2021-03-30,"00:02:11,370",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService,Deleted BP-23028314-172.17.0.2-1615261831501 blk_1073741829_1005 URI file:/home/hadoop3/hadoop/tmp/dfs/data/current/BP-23028314-172.17.0.2-1615261831501/current/finalized/subdir0/subdir0/blk_1073741829
162,163,2021-03-30,"00:02:11,371",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService,Deleted BP-23028314-172.17.0.2-1615261831501 blk_1073741831_1007 URI file:/home/hadoop3/hadoop/tmp/dfs/data/current/BP-23028314-172.17.0.2-1615261831501/current/finalized/subdir0/subdir0/blk_1073741831
163,164,2021-03-30,"00:02:11,371",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService,Deleted BP-23028314-172.17.0.2-1615261831501 blk_1073741830_1006 URI file:/home/hadoop3/hadoop/tmp/dfs/data/current/BP-23028314-172.17.0.2-1615261831501/current/finalized/subdir0/subdir0/blk_1073741830
164,165,2021-03-30,"00:02:11,372",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService,Deleted BP-23028314-172.17.0.2-1615261831501 blk_1073741832_1008 URI file:/home/hadoop3/hadoop/tmp/dfs/data/current/BP-23028314-172.17.0.2-1615261831501/current/finalized/subdir0/subdir0/blk_1073741832
165,166,2021-03-30,"00:02:35,098",INFO,org.apache.hadoop.util.JvmPauseMonitor,Detected pause in JVM or host machine (eg GC): pause of approximately 4329ms
166,167,GC,pool,'PS,MarkSweep' had collection(s),count=1 time=3651ms
167,168,GC,pool,'PS,Scavenge' had collection(s),count=1 time=631ms
